Console output now writes to ColorDTest.txt and can be found at /home/pi/Chromostat/ColorDTest.txt

To change output to a file, press o
To return to this screen press h
To set gain value press g
To run color sensor press r
To run color sensor in manual mode press m
To reset file output, type reset
To view current settings, press v
To reset all settings, type resetAll
To set remove all unwanted lines from file, press c
To toggle light press l
To compete strains, type compete


Mode  Time  Red  Green  Blue
T     1662     102   1466   1306
T     1663     97   1461   1301
T     1664     98   1461   1301
T     1665     97   1460   1300
T     1666     98   1461   1300
T     1667     98   1463   1301
T     1668     98   1462   1301
T     1669     97   1461   1301
T     1670     98   1461   1301
T     1671     97   1460   1301
T     1672     97   1461   1299
T     1673     97   1461   1301
T     1674     97   1460   1301
T     1675     98   1461   1302
T     1676     98   1461   1301
T     1677     96   1460   1300
T     1678     95   1459   1299
T     1679     96   1460   1300
T     1680     96   1459   1301
T     1681     98   1462   1305
T     1682     95   1459   1301
T     1683     95   1458   1300
T     1684     95   1458   1299
T     1685     100   1465   1309
T     1686     96   1459   1301
T     1687     97   1461   1304
T     1688     95   1457   1300
T     1689     94   1457   1300
T     1690     93   1456   1299
T     1691     99   1463   1307
T     1692     96   1459   1301
T     1693     98   1461   1305
T     1694     94   1457   1299
T     1695     98   1462   1307
T     1696     96   1460   1303
T     1697     99   1463   1309
T     1698     94   1458   1300
T     1699     96   1460   1304
T     1700     93   1456   1299
T     1701     99   1463   1308
T     1702     95   1458   1300
T     1703     99   1463   1310
T     1704     95   1457   1300
T     1705     98   1462   1307
T     1706     95   1458   1301
T     1707     99   1463   1307
T     1708     96   1459   1302
T     1709     90   1452   1292
T     1710     93   1456   1299
T     1711     96   1460   1303
T     1712     95   1458   1301
T     1713     97   1461   1306
T     1714     96   1459   1301
T     1715     99   1464   1309
T     1716     94   1457   1299
T     1717     95   1458   1302
T     1718     96   1459   1302
T     1719     95   1459   1302
T     1720     95   1458   1301
T     1721     97   1461   1305
T     1722     95   1458   1300
T     1723     95   1458   1300
T     1724     96   1459   1301
T     1725     95   1458   1300
T     1726     95   1458   1300
T     1727     95   1457   1300
T     1728     97   1460   1301
T     1729     96   1459   1300
T     1730     41   1382   1296
T     1731     43   1384   1298
T     1732     41   1382   1295
T     1733     77   1426   1302
T     1734     77   1430   1298
T     1735     75   1429   1299
T     1736     77   1431   1299
T     1737     81   1431   1298
T     1738     78   1433   1300
T     1739     78   1432   1299
T     1740     78   1433   1300
T     1741     78   1432   1300
T     1742     78   1433   1299
T     1743     77   1432   1298
T     1744     77   1432   1298
T     1745     77   1432   1298
T     1746     78   1433   1300
T     1747     79   1435   1302
T     1748     78   1433   1300
T     1749     41   1380   1296
T     1750     41   1382   1295
T     1751     40   1380   1294
T     1752     41   1381   1296
T     1753     41   1381   1297
T     1754     41   1381   1296
T     1755     41   1381   1295
T     1756     41   1381   1295
T     1757     41   1381   1296
T     1758     41   1381   1296
T     1759     40   1381   1294
T     1760     41   1382   1296
T     1761     41   1381   1295
T     1762     42   1382   1297
T     1763     42   1383   1296
T     1764     41   1382   1296
T     1765     42   1382   1296
T     1766     41   1381   1295
T     1767     41   1381   1295
T     1768     41   1381   1296
T     1769     41   1381   1294
T     1770     41   1382   1295
T     1771     41   1381   1295
T     1772     41   1381   1295
T     1773     46   1387   1302
T     1774     42   1383   1296
T     1775     42   1383   1296
T     1776     41   1381   1294
T     1777     45   1386   1302
T     1778     42   1383   1295
T     1779     45   1386   1301
T     1780     41   1381   1294
T     1781     42   1383   1296
T     1782     45   1386   1302
T     1783     41   1380   1294
T     1784     46   1387   1303
T     1785     41   1382   1295
T     1786     46   1388   1302
T     1787     40   1379   1294
T     1788     46   1387   1303
T     1789     41   1381   1294
T     1790     45   1385   1300
T     1791     41   1382   1294
T     1792     45   1387   1303
T     1793     40   1380   1293
T     1794     42   1383   1296
T     1795     41   1381   1295
T     1796     44   1385   1302
T     1797     41   1381   1295
T     1798     41   1382   1296
T     1799     41   1381   1294
T     1800     42   1383   1297
T     1801     41   1381   1294
T     1802     42   1382   1296
T     1803     41   1381   1294
T     1804     42   1382   1295
T     1805     43   1383   1298
T     1806     41   1382   1294
T     1807     41   1381   1294
T     1808     41   1382   1294
T     1809     46   1388   1303
T     1810     41   1382   1295
T     1811     41   1381   1295
T     1812     41   1381   1294
T     1813     46   1387   1303
T     1814     41   1381   1295
T     1815     43   1383   1299
T     1816     42   1382   1296
T     1817     46   1387   1303
T     1818     41   1381   1295
T     1819     45   1386   1302
T     1820     41   1381   1295
T     1821     45   1386   1302
T     1822     41   1381   1295
T     1823     45   1386   1302
T     1824     41   1381   1294
T     1825     42   1383   1295
T     1826     42   1382   1295
T     1827     44   1384   1299
T     1828     41   1380   1294
T     1829     41   1380   1295
T     1830     41   1381   1294
T     1831     44   1385   1301
T     1832     41   1380   1294
T     1833     41   1381   1295
T     1834     41   1381   1294
T     1835     42   1383   1296
T     1836     42   1382   1295
T     1837     42   1382   1295
T     1838     41   1381   1295
T     1839     41   1381   1294
T     1840     42   1382   1295
T     1841     41   1381   1295
T     1842     41   1380   1294
T     1843     41   1381   1294
T     1844     42   1382   1297
T     1845     42   1383   1296
T     1846     41   1381   1294
T     1847     41   1381   1295
T     1848     45   1386   1301
T     1849     42   1382   1296
T     1850     44   1384   1299
T     1851     42   1382   1295
T     1852     37   1376   1286
T     1853     41   1381   1293
T     1854     41   1381   1294
T     1855     42   1382   1294
T     1856     44   1385   1298
T     1857     40   1381   1294
T     1858     42   1382   1296
T     1859     41   1382   1295
T     1860     41   1381   1295
T     1861     41   1382   1294
T     1862     41   1380   1294
T     1863     41   1381   1294
T     1864     41   1381   1294
T     1865     45   1386   1301
T     1866     41   1381   1294
T     1867     42   1383   1297
T     1868     41   1381   1295
T     1869     45   1386   1301
T     1870     42   1382   1295
T     1871     44   1385   1299
T     1872     41   1380   1294
T     1873     45   1385   1301
T     1874     41   1381   1294
T     1875     41   1381   1295
T     1876     41   1381   1294
T     1877     43   1383   1297
T     1878     42   1382   1295
T     1879     41   1381   1295
T     1880     41   1381   1294
T     1881     40   1380   1294
T     1882     41   1380   1295
T     1883     41   1381   1295
T     1884     41   1381   1294
T     1885     41   1381   1294
T     1886     41   1381   1295
T     1887     41   1381   1293
T     1888     42   1382   1297
T     1889     41   1382   1294
T     1890     45   1386   1302
T     1891     41   1382   1294
T     1892     43   1384   1299
T     1893     41   1381   1294
T     1894     45   1386   1300
T     1895     41   1380   1294
T     1896     45   1386   1301
T     1897     41   1381   1294
T     1898     44   1385   1299
T     1899     42   1382   1295
T     1900     40   1380   1293
T     1901     41   1381   1294
T     1902     42   1382   1295
T     1903     42   1382   1295
T     1904     41   1381   1294
T     1905     42   1382   1295
T     1906     41   1381   1294
T     1907     41   1381   1294
T     1908     41   1381   1293
T     1909     41   1380   1294
T     1910     41   1381   1294
T     1911     42   1382   1294
T     1912     42   1382   1294
T     1913     42   1382   1295
T     1914     41   1381   1293
T     1915     41   1381   1294
T     1916     41   1381   1294
T     1917     44   1384   1298
T     1918     42   1382   1295
T     1919     46   1387   1302
T     1920     41   1381   1294
T     1921     45   1386   1301
T     1922     43   1383   1295
T     1923     42   1382   1294
T     1924     45   1386   1301
T     1925     41   1380   1294
T     1926     45   1386   1301
T     1927     42   1382   1295
T     1928     43   1383   1297
T     1929     41   1381   1294
T     1930     45   1385   1300
T     1931     41   1381   1294
T     1932     42   1382   1295
T     1933     41   1381   1293
T     1934     41   1379   1294
T     1935     41   1381   1294
T     1936     41   1381   1294
T     1937     42   1382   1296
T     1938     41   1380   1294
T     1939     47   1390   1286
T     1940     41   1380   1295
T     1941     45   1384   1301
T     1942     42   1381   1295
T     1943     42   1381   1296
T     1944     41   1379   1295
T     1945     43   1383   1298
T     1946     40   1379   1294
T     1947     40   1379   1293
T     1948     41   1380   1294
T     1949     41   1380   1294
T     1950     41   1380   1294
T     1951     41   1380   1294
T     1952     43   1384   1298
T     1953     41   1380   1295
T     1954     42   1381   1296
T     1955     42   1380   1295
T     1956     45   1384   1301
T     1957     42   1381   1295
T     1958     41   1379   1294
T     1959     40   1379   1293
T     1960     41   1380   1295
T     1961     41   1380   1294
T     1962     41   1379   1293
T     1963     41   1380   1295
T     1964     41   1380   1293
T     1965     41   1380   1295
T     1966     41   1379   1293
T     1967     44   1384   1301
T     1968     41   1379   1293
T     1969     45   1385   1302
T     1970     42   1381   1295
T     1971     42   1380   1294
T     1972     41   1379   1294
T     1973     40   1383   1297
T     1974     41   1380   1294
T     1975     42   1380   1294
T     1976     41   1380   1293
T     1977     41   1380   1293
T     1978     41   1380   1294
T     1979     41   1379   1296
T     1980     42   1380   1297
T     1981     41   1380   1297
T     1982     45   1384   1303
T     1983     41   1379   1296
T     1984     44   1384   1302
T     1985     41   1379   1296
T     1986     44   1383   1302
T     1987     41   1379   1297
T     1988     43   1382   1301
T     1989     41   1379   1297
T     1990     44   1383   1302
T     1991     41   1379   1296
T     1992     44   1383   1303
T     1993     41   1379   1297
T     1994     44   1382   1302
T     1995     40   1378   1297
T     1996     40   1378   1296
T     1997     41   1379   1297
T     1998     41   1379   1297
T     1999     41   1379   1297
T     2000     41   1380   1297
T     2001     41   1379   1297
T     2002     41   1379   1297
T     2003     41   1378   1297
T     2004     41   1379   1297
T     2005     41   1379   1297
T     2006     41   1378   1297
T     2007     40   1378   1296
T     2008     41   1379   1298
T     2009     41   1380   1298
T     2010     41   1379   1297
T     2011     41   1379   1297
T     2012     41   1379   1296
T     2013     42   1380   1297
T     2014     40   1378   1297
T     2015     42   1380   1299
T     2016     41   1379   1298
T     2017     41   1379   1298
T     2018     41   1378   1297
T     2019     41   1379   1298
T     2020     42   1379   1298
T     2021     45   1383   1304
T     2022     41   1378   1297
T     2023     43   1381   1301
T     2024     41   1379   1299
T     2025     43   1381   1302
T     2026     41   1379   1298
T     2027     44   1382   1304
T     2028     41   1379   1299
T     2029     45   1383   1305
T     2030     41   1378   1299
T     2031     41   1379   1299
T     2032     41   1379   1298
T     2033     41   1378   1298
T     2034     41   1378   1299
T     2035     41   1379   1298
T     2036     42   1380   1300
T     2037     41   1378   1299
T     2038     42   1379   1301
T     2039     41   1379   1300
T     2040     42   1379   1300
T     2041     40   1378   1299
T     2042     44   1382   1304
T     2043     41   1378   1299
T     2044     44   1382   1306
T     2045     41   1378   1299
T     2046     44   1382   1305
T     2047     42   1379   1300
T     2048     41   1378   1299
T     2049     41   1378   1300
T     2050     42   1379   1300
T     2051     41   1377   1299
T     2052     42   1379   1302
T     2053     42   1378   1300
T     2054     41   1378   1299
T     2055     41   1378   1299
T     2056     41   1378   1300
T     2057     41   1377   1299
T     2058     41   1377   1299
T     2059     41   1378   1301
T     2060     41   1377   1300
T     2061     42   1378   1300
T     2062     41   1378   1300
T     2063     41   1378   1299
T     2064     41   1378   1299
T     2065     44   1381   1305
T     2066     41   1378   1300
T     2067     41   1377   1299
T     2068     41   1378   1300
T     2069     41   1379   1300
T     2070     45   1382   1306
T     2071     41   1377   1300
T     2072     44   1381   1306
T     2073     42   1378   1300
T     2074     45   1382   1306
T     2075     41   1377   1300
T     2076     41   1378   1300
T     2077     42   1378   1300
T     2078     41   1378   1300
T     2079     42   1378   1300
T     2080     41   1377   1300
T     2081     42   1378   1301
T     2082     41   1377   1300
T     2083     43   1379   1303
T     2084     41   1377   1300
T     2085     43   1379   1303
T     2086     42   1377   1301
T     2087     43   1379   1303
T     2088     41   1377   1300
T     2089     43   1380   1303
T     2090     41   1377   1298
T     2091     44   1380   1302
T     2092     42   1378   1299
T     2093     42   1378   1298
T     2094     42   1378   1298
T     2095     42   1377   1298
T     2096     42   1377   1297
T     2097     43   1378   1298
T     2098     42   1378   1299
T     2099     43   1378   1298
T     2100     42   1378   1298
T     2101     42   1378   1298
T     2102     42   1378   1297
T     2103     42   1378   1297
T     2104     45   1381   1302
T     2105     42   1378   1296
T     2106     44   1380   1300
T     2107     43   1378   1297
T     2108     43   1379   1297
T     2109     43   1379   1296
T     2110     45   1381   1302
T     2111     42   1377   1297
T     2112     43   1379   1298
T     2113     42   1377   1297
T     2114     43   1378   1297
T     2115     43   1378   1297
T     2116     44   1379   1298
T     2117     43   1378   1297
T     2118     42   1377   1296
T     2119     43   1377   1297
T     2120     45   1381   1300
T     2121     43   1378   1297
T     2122     43   1378   1297
T     2123     43   1378   1296
T     2124     43   1378   1297
T     2125     43   1378   1296
T     2126     43   1378   1296
T     2127     43   1378   1297
T     2128     43   1378   1296
T     2129     43   1377   1296
T     2130     43   1378   1295
T     2131     43   1377   1296
T     2132     43   1378   1296
T     2133     44   1378   1296
T     2134     43   1377   1296
T     2135     45   1380   1299
T     2136     43   1377   1295
T     2137     43   1378   1296
T     2138     40   1374   1290
T     2139     47   1381   1301
T     2140     43   1377   1295
T     2141     45   1380   1298
T     2142     43   1378   1295
T     2143     46   1382   1301
T     2144     43   1378   1294
T     2145     44   1378   1295
T     2146     43   1377   1295
T     2147     45   1379   1298
T     2148     43   1377   1295
T     2149     44   1378   1295
T     2150     43   1377   1295
T     2151     43   1377   1295
T     2152     43   1378   1295
T     2153     44   1378   1295
T     2154     43   1377   1294
T     2155     43   1377   1295
T     2156     44   1378   1295
T     2157     44   1378   1294
T     2158     44   1378   1294
T     2159     44   1378   1295
T     2160     46   1380   1300
T     2161     43   1377   1294
T     2162     44   1378   1296
T     2163     43   1377   1294
T     2164     46   1380   1300
T     2165     44   1377   1295
T     2166     47   1380   1300
T     2167     44   1377   1295
T     2168     46   1380   1299
T     2169     43   1377   1294
T     2170     44   1377   1294
T     2171     44   1377   1295
T     2172     45   1379   1297
T     2173     44   1376   1294
T     2174     44   1376   1294
T     2175     44   1377   1294
T     2176     44   1377   1294
T     2177     44   1377   1294
T     2178     44   1377   1294
T     2179     44   1376   1294
T     2180     43   1377   1294
T     2181     44   1376   1294
T     2182     44   1377   1294
T     2183     45   1378   1296
T     2184     44   1376   1294
T     2185     44   1376   1294
T     2186     44   1376   1294
T     2187     46   1378   1297
T     2188     44   1376   1293
T     2189     47   1380   1299
T     2190     44   1376   1294
T     2191     46   1379   1299
T     2192     44   1376   1293
T     2193     47   1380   1299
T     2194     44   1376   1294
T     2195     46   1379   1298
T     2196     44   1376   1294
T     2197     47   1379   1298
T     2198     44   1376   1293
T     2199     44   1376   1294
T     2200     44   1376   1293
T     2201     46   1378   1296
T     2202     44   1376   1293
T     2203     45   1376   1294
T     2204     44   1375   1293
T     2205     44   1376   1293
T     2206     44   1375   1293
T     2207     44   1376   1293
T     2208     45   1376   1294
T     2209     44   1375   1293
T     2210     44   1375   1293
T     2211     44   1375   1293
T     2212     44   1376   1293
T     2213     45   1377   1295
T     2214     44   1375   1294
T     2215     44   1375   1293
T     2216     44   1375   1293
T     2217     47   1379   1298
T     2218     44   1375   1293
T     2219     47   1376   1294
T     2220     45   1375   1292
T     2221     47   1379   1298
T     2222     44   1376   1292
T     2223     44   1376   1292
T     2224     44   1375   1293
T     2225     47   1377   1296
T     2226     44   1375   1293
T     2227     45   1375   1292
T     2228     45   1375   1292
T     2229     45   1376   1294
T     2230     45   1374   1293
T     2231     44   1375   1293
T     2232     45   1375   1292
T     2233     45   1374   1293
T     2234     45   1375   1293
T     2235     44   1375   1293
T     2236     45   1375   1293
T     2237     45   1374   1293
T     2238     47   1378   1298
T     2239     45   1375   1292
T     2240     46   1376   1295
T     2241     45   1374   1292
T     2242     47   1377   1296
T     2243     45   1375   1291
T     2244     48   1378   1296
T     2245     44   1374   1292
T     2246     45   1375   1292
T     2247     44   1374   1292
T     2248     46   1377   1295
T     2249     45   1374   1293
T     2250     44   1374   1293
T     2251     44   1374   1292
T     2252     44   1373   1292
T     2253     44   1374   1293
T     2254     44   1374   1292
T     2255     44   1374   1292
T     2256     45   1374   1293
T     2257     46   1377   1296
T     2258     44   1373   1293
T     2259     44   1373   1293
T     2260     45   1374   1293
T     2261     46   1376   1297
T     2262     45   1373   1293
T     2263     45   1373   1293
T     2264     44   1373   1293
T     2265     47   1376   1297
T     2266     45   1374   1292
T     2267     46   1376   1295
T     2268     44   1373   1292
T     2269     47   1377   1297
T     2270     45   1374   1292
T     2271     45   1374   1292
T     2272     45   1373   1293
T     2273     47   1376   1296
T     2274     45   1373   1292
T     2275     45   1373   1292
T     2276     45   1373   1293
T     2277     46   1374   1295
T     2278     45   1373   1294
T     2279     44   1373   1293
T     2280     45   1372   1293
T     2281     47   1376   1297
T     2282     44   1372   1294
T     2283     46   1375   1296
T     2284     44   1372   1294
T     2285     47   1375   1298
T     2286     45   1372   1294
T     2287     45   1372   1295
T     2288     44   1372   1294
T     2289     46   1374   1298
T     2290     44   1372   1294
T     2291     47   1375   1298
T     2292     44   1371   1295
T     2293     45   1373   1297
T     2294     45   1372   1294
T     2295     47   1375   1298
T     2296     45   1371   1294
T     2297     45   1372   1294
T     2298     44   1371   1295
T     2299     46   1373   1297
T     2300     44   1371   1294
T     2301     47   1375   1299
T     2302     45   1371   1294
T     2303     46   1372   1296
T     2304     45   1371   1294
T     2305     47   1374   1299
T     2306     44   1371   1295
T     2307     47   1374   1299
T     2308     44   1371   1295
T     2309     44   1370   1294
T     2310     44   1371   1295
T     2311     46   1372   1297
T     2312     44   1370   1294
T     2313     45   1371   1295
T     2314     44   1371   1295
T     2315     44   1370   1294
T     2316     44   1370   1295
T     2317     45   1370   1295
T     2318     44   1370   1295
T     2319     44   1370   1295
T     2320     44   1370   1295
T     2321     44   1370   1295
T     2322     44   1370   1295
T     2323     44   1370   1295
T     2324     46   1372   1298
T     2325     45   1369   1295
T     2326     45   1371   1296
T     2327     44   1370   1295
T     2328     45   1369   1295
T     2329     45   1369   1295
T     2330     47   1372   1300
T     2331     44   1369   1295
T     2332     46   1372   1300
T     2333     45   1369   1295
T     2334     45   1369   1295
T     2335     45   1369   1295
T     2336     44   1369   1295
T     2337     44   1369   1295
T     2338     44   1369   1295
T     2339     44   1369   1295
T     2340     44   1369   1295
T     2341     44   1369   1295
T     2342     44   1369   1295
T     2343     45   1368   1295
T     2344     45   1368   1295
T     2345     47   1371   1299
T     2346     44   1369   1295
T     2347     47   1371   1299
T     2348     45   1368   1295
T     2349     47   1371   1298
T     2350     45   1368   1295
T     2351     46   1369   1296
T     2352     93   1428   1384
T     2353     46   1370   1297
T     2354     44   1368   1295
T     2355     46   1370   1297
T     2356     45   1368   1295
T     2357     44   1367   1295
T     2358     45   1367   1295
T     2359     45   1367   1295
T     2360     45   1368   1294
T     2361     45   1367   1294
T     2362     45   1368   1296
T     2363     45   1368   1294
T     2364     45   1368   1293
T     2365     45   1367   1293
T     2366     45   1367   1292
T     2367     45   1368   1292
T     2368     46   1368   1292
T     2369     45   1368   1291
T     2370     45   1368   1291
T     2371     45   1368   1291
T     2372     46   1369   1292
T     2373     45   1367   1291
T     2374     45   1368   1291
T     2375     46   1367   1291
T     2376     45   1367   1292
T     2377     45   1367   1292
T     2378     45   1367   1291
T     2379     45   1367   1292
T     2380     45   1367   1291
T     2381     45   1367   1291
T     2382     46   1367   1292
T     2383     45   1367   1291
T     2384     45   1367   1291
T     2385     46   1367   1292
T     2386     46   1366   1291
T     2387     46   1366   1291
T     2388     46   1366   1291
T     2389     46   1366   1291
T     2390     46   1366   1291
T     2391     46   1366   1291
T     2392     46   1366   1291
T     2393     46   1366   1291
T     2394     46   1366   1290
T     2395     46   1366   1290
T     2396     46   1366   1290
T     2397     46   1366   1290
T     2398     46   1366   1290
T     2399     46   1366   1289
T     2400     46   1365   1290
T     2401     47   1366   1291
T     2402     46   1365   1289
T     2403     46   1365   1289
T     2404     46   1365   1290
T     2405     48   1367   1292
T     2406     46   1366   1289
T     2407     46   1365   1289
T     2408     46   1365   1289
T     2409     48   1367   1293
T     2410     46   1365   1289
T     2411     47   1367   1292
T     2412     46   1365   1289
T     2413     48   1367   1293
T     2414     46   1365   1288
T     2415     48   1366   1291
T     2416     47   1365   1289
T     2417     49   1368   1292
T     2418     47   1365   1288
T     2419     47   1365   1288
T     2420     47   1365   1289
T     2421     47   1365   1288
T     2422     47   1365   1288
T     2423     93   1423   1375
T     2424     91   1420   1371
T     2425     49   1367   1292
T     2426     47   1365   1288
T     2427     48   1366   1290
T     2428     47   1364   1288
T     2429     49   1367   1291
T     2430     47   1365   1287
T     2431     47   1364   1288
T     2432     47   1364   1288
T     2433     48   1365   1289
T     2434     47   1364   1287
T     2435     47   1364   1288
T     2436     47   1364   1287
T     2437     47   1365   1287
T     2438     47   1364   1287
T     2439     47   1364   1287
T     2440     49   1366   1291
T     2441     47   1364   1287
T     2442     49   1365   1290
T     2443     47   1364   1287
T     2444     48   1365   1288
T     2445     48   1364   1286
T     2446     49   1365   1288
T     2447     47   1363   1286
T     2448     47   1363   1286
T     2449     48   1364   1286
T     2450     47   1363   1286
T     2451     47   1363   1286
T     2452     47   1363   1287
T     2453     49   1365   1291
T     2454     47   1362   1288
T     2455     47   1363   1288
T     2456     47   1363   1287
T     2457     48   1363   1289
T     2458     47   1363   1287
T     2459     47   1363   1287
T     2460     47   1363   1287
T     2461     47   1362   1288
T     2462     47   1362   1288
T     2463     48   1362   1288
T     2464     48   1362   1289
T     2465     47   1361   1288
T     2466     51   1361   1287
T     2467     47   1362   1288
T     2468     49   1363   1291
T     2469     47   1362   1288
T     2470     49   1363   1291
T     2471     47   1361   1288
T     2472     49   1363   1292
T     2473     47   1361   1288
T     2474     49   1362   1290
T     2475     47   1361   1288
T     2476     47   1361   1287
T     2477     48   1361   1287
T     2478     49   1362   1289
T     2479     47   1361   1287
T     2480     48   1361   1287
T     2481     48   1361   1287
T     2482     49   1363   1290
T     2483     48   1360   1287
T     2484     48   1361   1287
T     2485     48   1360   1286
T     2486     48   1360   1287
T     2487     48   1361   1286
T     2488     49   1362   1288
T     2489     48   1361   1286
T     2490     48   1361   1286
T     2491     48   1361   1286
T     2492     48   1360   1286
T     2493     48   1360   1286
T     2494     48   1360   1287
T     2495     89   1411   1362
T     2496     49   1361   1288
T     2497     48   1360   1286
T     2498     48   1359   1287
T     2499     48   1359   1287
T     2500     48   1359   1287
T     2501     48   1359   1286
T     2502     48   1360   1287
T     2503     48   1360   1286
T     2504     48   1359   1286
T     2505     48   1359   1286
T     2506     48   1359   1287
T     2507     48   1359   1287
T     2508     48   1359   1287
T     2509     48   1359   1286
T     2510     48   1359   1287
T     2511     48   1359   1287
T     2512     48   1359   1287
T     2513     48   1359   1287
T     2514     48   1359   1287
T     2515     48   1358   1287
T     2516     48   1358   1287
T     2517     48   1359   1287
T     2518     48   1358   1287
T     2519     48   1358   1287
T     2520     48   1358   1287
T     2521     48   1358   1287
T     2522     48   1358   1287
T     2523     48   1358   1287
T     2524     48   1358   1287
T     2525     48   1358   1287
T     2526     48   1358   1287
T     2527     48   1357   1287
T     2528     48   1357   1287
T     2529     50   1359   1289
T     2530     48   1357   1287
T     2531     49   1358   1288
T     2532     48   1358   1287
T     2533     49   1358   1286
T     2534     49   1358   1286
T     2535     51   1360   1288
T     2536     49   1358   1285
T     2537     51   1360   1288
T     2538     49   1358   1284
T     2539     51   1360   1288
T     2540     49   1358   1285
T     2541     50   1359   1286
T     2542     49   1358   1284
T     2543     51   1360   1287
T     2544     50   1358   1284
T     2545     49   1357   1284
T     2546     49   1357   1284
T     2547     50   1359   1285
T     2548     49   1358   1284
T     2549     51   1360   1287
T     2550     50   1358   1283
T     2551     50   1357   1284
T     2552     50   1357   1284
T     2553     51   1359   1285
T     2554     50   1357   1284
T     2555     50   1358   1283
T     2556     50   1358   1283
T     2557     51   1359   1284
T     2558     50   1358   1283
T     2559     52   1359   1287
T     2560     50   1357   1284
T     2561     51   1358   1285
T     2562     50   1357   1283
T     2563     52   1359   1286
T     2564     51   1357   1283
T     2565     52   1359   1286
T     2566     89   1405   1354
T     2567     87   1402   1350
T     2568     51   1357   1283
T     2569     51   1357   1283
T     2570     51   1358   1282
T     2571     51   1357   1283
T     2572     51   1357   1283
T     2573     51   1357   1283
T     2574     51   1357   1283
T     2575     51   1357   1283
T     2576     51   1357   1283
T     2577     51   1357   1283
T     2578     51   1358   1282
T     2579     53   1359   1284
T     2580     51   1357   1283
T     2581     52   1357   1282
T     2582     52   1357   1282
T     2583     53   1359   1285
T     2584     52   1357   1283
T     2585     52   1358   1283
T     2586     52   1357   1282
T     2587     54   1359   1285
T     2588     52   1357   1282
T     2589     52   1358   1283
T     2590     52   1357   1282
T     2591     54   1359   1284
T     2592     52   1357   1282
T     2593     52   1357   1282
T     2594     53   1358   1282
T     2595     53   1358   1282
T     2596     53   1358   1281
T     2597     53   1358   1281
T     2598     53   1358   1282
T     2599     53   1358   1281
T     2600     53   1358   1281
T     2601     53   1358   1281
T     2602     55   1360   1284
T     2603     53   1358   1280
T     2604     55   1360   1284
T     2605     53   1358   1281
T     2606     53   1358   1280
T     2607     54   1358   1281
T     2608     54   1358   1281
T     2609     54   1358   1281
T     2610     54   1358   1281
T     2611     54   1359   1282
T     2612     54   1358   1281
T     2613     54   1358   1282
T     2614     54   1358   1282
T     2615     55   1360   1284
T     2616     54   1358   1282
T     2617     54   1358   1282
T     2618     54   1358   1281
T     2619     54   1358   1282
T     2620     55   1358   1281
T     2621     55   1358   1281
T     2622     55   1358   1281
T     2623     55   1358   1282
T     2624     55   1358   1282
T     2625     55   1357   1282
T     2626     56   1360   1285
T     2627     55   1358   1283
T     2628     56   1360   1285
T     2629     55   1358   1283
T     2630     56   1359   1285
T     2631     55   1358   1283
T     2632     55   1358   1283
T     2633     55   1357   1283
T     2634     55   1358   1283
T     2635     55   1358   1283
T     2636     56   1358   1284
T     2637     55   1358   1284
T     2638     89   1400   1345
T     2639     56   1358   1284
T     2640     57   1360   1286
T     2641     56   1358   1284
T     2642     57   1360   1286
T     2643     56   1358   1284
T     2644     56   1359   1285
T     2645     56   1358   1283
T     2646     57   1359   1286
T     2647     56   1358   1284
T     2648     58   1360   1287
T     2649     56   1358   1283
T     2650     57   1358   1284
T     2651     57   1358   1284
T     2652     58   1359   1286
T     2653     57   1358   1284
T     2654     58   1361   1287
T     2655     57   1358   1284
T     2656     57   1358   1284
T     2657     57   1358   1284
T     2658     58   1359   1285
T     2659     57   1358   1284
T     2660     57   1358   1285
T     2661     57   1358   1285
T     2662     57   1358   1285
T     2663     57   1358   1285
T     2664     57   1358   1285
T     2665     57   1358   1285
T     2666     57   1358   1285
T     2667     58   1359   1284
T     2668     58   1358   1285
T     2669     58   1359   1285
T     2670     58   1358   1284
T     2671     60   1361   1287
T     2672     58   1359   1285
T     2673     60   1361   1287
T     2674     58   1359   1285
T     2675     60   1360   1288
T     2676     59   1359   1285
T     2677     59   1359   1285
T     2678     59   1359   1285
T     2679     59   1360   1285
T     2680     59   1359   1284
T     2681     60   1360   1287
T     2682     59   1359   1285
T     2683     59   1358   1285
T     2684     59   1359   1285
T     2685     59   1359   1286
T     2686     59   1359   1286
T     2687     59   1359   1286
T     2688     60   1360   1286
T     2689     60   1359   1285
T     2690     60   1360   1286
T     2691     60   1360   1285
T     2692     60   1359   1286
T     2693     60   1359   1286
T     2694     62   1362   1288
T     2695     60   1359   1286
T     2696     62   1362   1288
T     2697     61   1360   1286
T     2698     61   1360   1286
T     2699     61   1360   1286
T     2700     61   1360   1286
T     2701     61   1360   1286
T     2702     61   1360   1287
T     2703     61   1360   1287
T     2704     61   1360   1286
T     2705     61   1360   1286
T     2706     61   1360   1286
T     2707     61   1360   1286
T     2708     61   1360   1285
T     2709     61   1360   1285
T     2710     63   1362   1288
T     2711     61   1360   1286
T     2712     63   1362   1288
T     2713     61   1360   1286
T     2714     63   1362   1289
T     2715     61   1360   1286
T     2716     62   1360   1286
T     2717     62   1360   1286
T     2718     62   1361   1287
T     2719     62   1360   1286
T     2720     62   1361   1287
T     2721     62   1360   1286
T     2722     62   1361   1286
T     2723     62   1361   1286
T     2724     62   1361   1286
