Console output now writes to ColorDTest.txt and can be found at /home/pi/Chromostat/ColorDTest.txt

To change output to a file, press o
To return to this screen press h
To set gain value press g
To run color sensor press r
To run color sensor in manual mode press m
To reset file output, type reset
To view current settings, press v
To reset all settings, type resetAll
To set remove all unwanted lines from file, press c
To toggle light press l
To compete strains, type compete


Mode  Time  Red  Green  Blue
T     6501     107   1496   1436
T     6502     107   1497   1436
T     6503     107   1496   1436
T     6504     108   1497   1437
T     6505     107   1497   1436
T     6506     108   1497   1437
T     6507     107   1497   1436
T     6508     108   1497   1437
T     6509     107   1496   1436
T     6510     108   1497   1436
T     6511     107   1496   1436
T     6512     108   1497   1436
T     6513     107   1496   1436
T     6514     108   1497   1437
T     6515     108   1497   1436
T     6516     107   1497   1436
T     6517     107   1497   1435
T     6518     107   1496   1436
T     6519     108   1497   1436
T     6520     108   1497   1436
T     6521     108   1497   1435
T     6522     107   1497   1436
T     6523     107   1497   1435
T     6524     107   1497   1435
T     6525     108   1497   1436
T     6526     108   1497   1436
T     6527     107   1497   1435
T     6528     108   1497   1435
T     6529     108   1497   1436
T     6530     107   1497   1435
T     6531     107   1497   1435
T     6532     107   1497   1435
T     6533     108   1497   1436
T     6534     107   1497   1435
T     6535     108   1498   1435
T     6536     108   1497   1436
T     6537     108   1497   1435
T     6538     108   1497   1436
T     6539     108   1498   1436
T     6540     107   1498   1435
T     6541     108   1498   1436
T     6542     108   1497   1436
T     6543     108   1497   1436
T     6544     108   1497   1435
T     6545     108   1498   1436
T     6546     107   1497   1435
T     6547     108   1498   1436
T     6548     107   1498   1435
T     6549     108   1498   1436
T     6550     108   1497   1436
T     6551     108   1498   1436
T     6552     107   1498   1435
T     6553     108   1498   1436
T     6554     108   1497   1435
T     6555     108   1498   1436
T     6556     108   1497   1435
T     6557     108   1499   1436
T     6558     108   1497   1436
T     6559     108   1498   1436
T     6560     107   1498   1435
T     6561     108   1498   1435
T     6562     107   1497   1436
T     6563     108   1498   1436
T     6564     108   1498   1435
T     6565     108   1498   1437
T     6566     107   1498   1436
T     6567     107   1497   1436
T     6568     107   1497   1436
T     6569     108   1498   1438
T     6570     118   1510   1455
T     6571     108   1497   1436
T     6572     107   1498   1436
T     6573     107   1498   1436
T     6574     107   1497   1436
T     6575     107   1498   1436
T     6576     107   1497   1436
T     6577     107   1497   1437
T     6578     107   1497   1438
T     6579     107   1497   1438
T     6580     107   1497   1438
T     6581     107   1497   1438
T     6582     107   1497   1438
T     6583     107   1497   1438
T     6584     108   1498   1438
T     6585     107   1497   1438
T     6586     108   1498   1438
T     6587     107   1497   1437
T     6588     108   1498   1438
T     6589     107   1497   1438
T     6590     107   1497   1438
T     6591     107   1497   1438
T     6592     107   1497   1438
T     6593     107   1497   1438
T     6594     107   1497   1438
T     6595     107   1497   1438
T     6596     107   1497   1438
T     6597     107   1497   1438
T     6598     107   1497   1438
T     6599     107   1497   1438
T     6600     107   1497   1438
T     6601     107   1498   1439
T     6602     107   1497   1439
T     6603     107   1497   1440
T     6604     106   1497   1439
T     6605     107   1498   1439
T     6606     107   1497   1439
T     6607     107   1497   1439
T     6608     107   1497   1439
T     6609     107   1497   1439
T     6610     106   1497   1439
T     6611     106   1497   1439
T     6612     106   1497   1439
T     6613     106   1496   1440
T     6614     107   1497   1441
T     6615     106   1496   1440
T     6616     107   1498   1440
T     6617     106   1496   1440
T     6618     107   1497   1440
T     6619     106   1497   1440
T     6620     107   1497   1439
T     6621     106   1497   1439
T     6622     107   1497   1439
T     6623     106   1497   1439
T     6624     106   1496   1440
T     6625     107   1497   1440
T     6626     106   1497   1439
T     6627     106   1497   1439
T     6628     106   1497   1438
T     6629     107   1497   1439
T     6630     107   1497   1439
T     6631     106   1497   1439
T     6632     107   1498   1440
T     6633     106   1497   1440
T     6634     107   1498   1440
T     6635     106   1497   1439
T     6636     107   1497   1440
T     6637     106   1497   1440
T     6638     106   1496   1440
T     6639     106   1496   1440
T     6640     106   1497   1440
T     6641     106   1496   1439
T     6642     106   1497   1439
T     6643     106   1497   1440
T     6644     107   1497   1441
T     6645     106   1497   1439
T     6646     107   1498   1440
T     6647     106   1497   1440
T     6648     107   1498   1440
T     6649     106   1497   1439
T     6650     107   1497   1439
T     6651     106   1496   1440
T     6652     106   1497   1439
T     6653     106   1497   1439
T     6654     106   1497   1439
T     6655     107   1497   1439
T     6656     106   1497   1439
T     6657     107   1498   1439
T     6658     107   1497   1439
T     6659     107   1498   1440
T     6660     106   1498   1439
T     6661     107   1498   1439
T     6662     106   1498   1439
T     6663     107   1497   1439
T     6664     106   1498   1439
T     6665     106   1498   1439
T     6666     106   1498   1439
T     6667     106   1498   1439
T     6668     106   1498   1439
T     6669     106   1498   1439
T     6670     107   1497   1439
T     6671     107   1498   1438
T     6672     107   1497   1439
T     6673     107   1498   1438
T     6674     107   1498   1440
T     6675     107   1498   1438
T     6676     107   1498   1440
T     6677     106   1498   1439
T     6678     107   1498   1439
T     6679     107   1498   1438
T     6680     107   1498   1439
T     6681     107   1498   1438
T     6682     107   1499   1439
T     6683     107   1498   1439
T     6684     107   1498   1439
T     6685     107   1498   1439
T     6686     107   1499   1439
T     6687     106   1498   1439
T     6688     107   1498   1440
T     6689     107   1498   1438
T     6690     107   1498   1439
T     6691     107   1498   1439
T     6692     107   1498   1439
T     6693     106   1499   1438
T     6694     107   1499   1439
T     6695     107   1499   1438
T     6696     107   1499   1439
T     6697     107   1498   1438
T     6698     107   1498   1439
T     6699     106   1499   1438
T     6700     107   1499   1439
T     6701     107   1498   1438
T     6702     107   1499   1439
T     6703     107   1498   1438
T     6704     107   1499   1438
T     6705     106   1499   1438
T     6706     107   1499   1439
T     6707     107   1498   1438
T     6708     107   1499   1439
T     6709     107   1498   1438
T     6710     107   1499   1438
T     6711     107   1498   1438
T     6712     107   1498   1438
T     6713     107   1499   1441
T     6714     106   1498   1439
T     6715     107   1499   1440
T     6716     106   1498   1440
T     6717     107   1499   1441
T     6718     106   1498   1439
T     6719     107   1499   1441
T     6720     106   1499   1440
T     6721     106   1499   1440
T     6722     106   1498   1440
T     6723     106   1498   1441
T     6724     106   1498   1440
T     6725     106   1499   1441
T     6726     106   1498   1440
T     6727     106   1498   1440
T     6728     106   1498   1440
T     6729     106   1499   1440
T     6730     106   1498   1441
T     6731     106   1498   1441
T     6732     106   1499   1441
T     6733     106   1498   1440
T     6734     107   1499   1441
T     6735     106   1499   1440
T     6736     107   1499   1442
T     6737     106   1499   1441
T     6738     106   1498   1441
T     6739     106   1499   1440
T     6740     106   1499   1441
T     6741     106   1498   1440
T     6742     107   1499   1441
T     6743     106   1498   1441
T     6744     106   1498   1442
T     6745     106   1499   1441
T     6746     106   1499   1441
T     6747     106   1498   1442
T     6748     106   1498   1442
T     6749     106   1499   1442
T     6750     106   1499   1442
T     6751     107   1499   1443
T     6752     106   1498   1442
T     6753     106   1499   1443
T     6754     106   1499   1442
T     6755     106   1499   1443
T     6756     106   1498   1442
T     6757     106   1498   1443
T     6758     106   1498   1442
T     6759     106   1498   1442
T     6760     106   1498   1443
T     6761     106   1498   1443
T     6762     106   1498   1443
T     6763     106   1498   1443
T     6764     106   1498   1443
T     6765     106   1498   1443
T     6766     106   1498   1443
T     6767     106   1498   1443
T     6768     106   1498   1444
T     6769     106   1498   1443
T     6770     106   1498   1443
T     6771     106   1498   1443
T     6772     106   1498   1443
T     6773     106   1499   1442
T     6774     106   1498   1442
T     6775     106   1499   1442
T     6776     106   1499   1442
T     6777     106   1498   1442
T     6778     106   1499   1442
T     6779     106   1499   1442
T     6780     106   1499   1442
T     6781     107   1499   1443
T     6782     106   1499   1442
T     6783     106   1499   1443
T     6784     106   1498   1441
T     6785     107   1500   1442
T     6786     106   1499   1441
T     6787     106   1498   1442
T     6788     106   1499   1441
T     6789     107   1499   1442
T     6790     106   1499   1442
T     6791     106   1499   1442
T     6792     106   1499   1442
T     6793     106   1499   1441
T     6794     106   1499   1442
T     6795     106   1499   1442
T     6796     106   1499   1441
T     6797     106   1499   1441
T     6798     106   1499   1441
T     6799     106   1499   1441
T     6800     106   1499   1441
T     6801     106   1499   1442
T     6802     106   1499   1442
T     6803     106   1499   1441
T     6804     106   1499   1442
T     6805     106   1499   1442
T     6806     107   1500   1442
T     6807     106   1499   1442
T     6808     106   1500   1442
T     6809     106   1499   1442
T     6810     106   1499   1442
T     6811     106   1499   1442
T     6812     107   1500   1443
T     6813     106   1499   1441
T     6814     107   1500   1442
T     6815     106   1500   1441
T     6816     106   1500   1442
T     6817     106   1500   1441
T     6818     106   1500   1442
T     6819     106   1499   1441
T     6820     107   1500   1442
T     6821     106   1499   1441
T     6822     107   1499   1442
T     6823     106   1500   1441
T     6824     106   1500   1441
T     6825     106   1499   1442
T     6826     106   1500   1442
T     6827     106   1499   1442
T     6828     106   1500   1442
T     6829     106   1500   1441
T     6830     106   1500   1441
T     6831     106   1500   1441
T     6832     106   1500   1441
T     6833     106   1499   1442
T     6834     106   1500   1441
T     6835     106   1500   1441
T     6836     106   1500   1441
T     6837     106   1499   1442
T     6838     106   1500   1441
T     6839     106   1500   1442
T     6840     106   1499   1442
T     6841     106   1500   1441
T     6842     106   1499   1442
T     6843     106   1500   1441
T     6844     106   1499   1442
T     6845     106   1500   1441
T     6846     106   1499   1442
T     6847     106   1500   1441
T     6848     106   1500   1441
T     6849     106   1500   1441
T     6850     106   1500   1441
T     6851     106   1500   1441
T     6852     106   1500   1441
T     6853     106   1500   1442
T     6854     106   1500   1441
T     6855     106   1499   1440
T     6856     105   1499   1441
T     6857     106   1500   1443
T     6858     106   1500   1442
T     6859     106   1500   1442
T     6860     106   1500   1442
T     6861     106   1500   1443
T     6862     106   1500   1441
T     6863     106   1500   1442
T     6864     106   1500   1441
T     6865     106   1501   1442
T     6866     106   1500   1441
T     6867     107   1501   1442
T     6868     106   1500   1441
T     6869     107   1501   1442
T     6870     106   1500   1441
T     6871     106   1501   1442
T     6872     106   1500   1441
T     6873     106   1501   1441
T     6874     106   1501   1441
T     6875     107   1501   1443
T     6876     106   1500   1442
T     6877     106   1500   1443
T     6878     106   1500   1442
T     6879     106   1500   1444
T     6880     106   1500   1444
T     6881     106   1500   1444
T     6882     106   1500   1444
T     6883     106   1500   1444
T     6884     106   1500   1444
T     6885     106   1500   1445
T     6886     106   1500   1444
T     6887     106   1500   1445
T     6888     106   1500   1444
T     6889     143   1541   1455
T     6890     140   1540   1453
T     6891     139   1540   1453
T     6892     138   1539   1452
T     6893     138   1539   1452
T     6894     137   1538   1451
T     6895     136   1537   1452
T     6896     136   1536   1451
T     6897     135   1537   1451
T     6898     136   1537   1451
T     6899     136   1536   1452
T     6900     136   1537   1452
T     6901     136   1537   1451
T     6902     136   1537   1451
T     6903     136   1537   1451
T     6904     134   1538   1453
T     6905     136   1537   1451
T     6906     135   1536   1451
T     6907     135   1536   1450
T     6908     135   1536   1451
T     6909     135   1536   1451
T     6910     135   1537   1450
T     6911     135   1536   1451
T     6912     135   1536   1451
T     6913     134   1535   1451
T     6914     134   1536   1451
T     6915     134   1536   1451
T     6916     134   1535   1450
T     6917     134   1536   1452
T     6918     134   1535   1451
T     6919     135   1536   1452
T     6920     134   1536   1450
T     6921     135   1536   1452
T     6922     134   1535   1451
T     6923     134   1536   1451
T     6924     134   1535   1451
T     6925     134   1535   1451
T     6926     134   1536   1451
T     6927     134   1535   1452
T     6928     134   1536   1451
T     6929     134   1536   1452
T     6930     134   1535   1452
T     6931     135   1536   1453
T     6932     134   1536   1452
T     6933     134   1536   1452
T     6934     135   1536   1452
T     6935     135   1536   1452
T     6936     135   1537   1452
T     6937     135   1536   1451
T     6938     136   1537   1452
T     6939     136   1537   1452
T     6940     137   1538   1453
T     6941     137   1538   1453
T     6942     137   1538   1453
T     6943     136   1537   1453
T     6944     137   1538   1453
T     6945     136   1537   1453
T     6946     137   1538   1454
T     6947     137   1538   1453
T     6948     137   1538   1453
T     6949     137   1538   1453
T     6950     137   1538   1453
T     6951     137   1538   1453
T     6952     137   1538   1452
T     6953     137   1538   1453
T     6954     136   1537   1453
T     6955     137   1538   1453
T     6956     137   1537   1453
T     6957     137   1538   1453
T     6958     136   1538   1452
T     6959     137   1538   1453
T     6960     137   1538   1453
T     6961     137   1539   1454
T     6962     136   1538   1452
T     6963     137   1539   1454
T     6964     137   1538   1453
T     6965     137   1538   1453
T     6966     136   1538   1452
T     6967     137   1539   1453
T     6968     136   1537   1453
T     6969     137   1538   1453
T     6970     137   1538   1452
T     6971     137   1539   1453
T     6972     137   1538   1453
T     6973     136   1539   1452
T     6974     136   1538   1453
T     6975     137   1538   1452
T     6976     137   1539   1453
T     6977     136   1538   1453
T     6978     137   1538   1453
T     6979     136   1538   1454
T     6980     137   1538   1453
T     6981     137   1538   1453
T     6982     137   1538   1453
T     6983     137   1539   1453
T     6984     137   1539   1454
T     6985     136   1537   1453
T     6986     137   1539   1454
T     6987     137   1538   1453
T     6988     137   1539   1454
T     6989     137   1538   1453
T     6990     136   1539   1453
T     6991     137   1538   1453
T     6992     137   1540   1454
T     6993     136   1538   1453
T     6994     137   1539   1454
T     6995     137   1539   1454
T     6996     137   1538   1453
T     6997     137   1538   1453
T     6998     137   1539   1453
T     6999     137   1538   1453
T     7000     137   1539   1453
T     7001     137   1539   1453
T     7002     137   1539   1453
T     7003     137   1539   1454
T     7004     137   1539   1453
T     7005     137   1539   1453
T     7006     137   1540   1453
T     7007     136   1538   1454
T     7008     137   1538   1453
T     7009     137   1539   1454
T     7010     137   1538   1453
T     7011     138   1540   1454
T     7012     137   1539   1453
T     7013     137   1539   1453
T     7014     137   1539   1453
T     7015     137   1539   1454
T     7016     137   1539   1453
T     7017     137   1539   1453
T     7018     137   1539   1453
T     7019     137   1539   1454
T     7020     136   1538   1453
T     7021     136   1539   1453
T     7022     137   1539   1454
T     7023     136   1538   1453
T     7024     136   1539   1453
T     7025     137   1539   1453
T     7026     137   1539   1454
T     7027     136   1539   1453
T     7028     137   1539   1454
T     7029     136   1539   1453
T     7030     137   1539   1453
T     7031     137   1539   1453
T     7032     136   1539   1453
T     7033     137   1539   1454
T     7034     137   1539   1454
T     7035     137   1538   1453
T     7036     136   1539   1453
T     7037     136   1538   1453
T     7038     137   1539   1453
T     7039     137   1539   1454
T     7040     137   1539   1454
T     7041     136   1539   1453
T     7042     137   1539   1453
T     7043     137   1539   1453
T     7044     137   1540   1454
T     7045     136   1538   1453
T     7046     137   1539   1454
T     7047     136   1539   1453
T     7048     137   1539   1454
T     7049     136   1539   1453
T     7050     137   1540   1454
T     7051     137   1539   1454
T     7052     138   1540   1454
T     7053     137   1539   1453
T     7054     138   1539   1453
T     7055     136   1539   1452
T     7056     137   1539   1453
T     7057     136   1538   1453
T     7058     137   1539   1454
T     7059     137   1539   1453
T     7060     137   1539   1453
T     7061     137   1540   1453
T     7062     137   1540   1454
T     7063     136   1539   1453
T     7064     137   1540   1454
T     7065     137   1539   1453
T     7066     137   1539   1453
T     7067     136   1539   1453
T     7068     137   1539   1454
T     7069     136   1539   1453
T     7070     137   1539   1453
T     7071     137   1540   1453
T     7072     136   1539   1453
T     7073     137   1540   1453
T     7074     137   1540   1453
T     7075     137   1540   1453
T     7076     137   1540   1453
T     7077     137   1540   1453
T     7078     137   1540   1453
T     7079     137   1540   1452
T     7080     136   1539   1452
T     7081     137   1540   1453
T     7082     137   1540   1453
T     7083     137   1540   1453
T     7084     137   1540   1453
T     7085     136   1539   1453
T     7086     137   1539   1453
T     7087     136   1539   1454
T     7088     136   1539   1453
T     7089     137   1539   1454
T     7090     136   1539   1454
T     7091     136   1538   1454
T     7092     136   1539   1455
T     7093     136   1540   1455
T     7094     136   1539   1454
T     7095     136   1539   1455
T     7096     136   1538   1454
T     7097     136   1539   1454
T     7098     136   1539   1455
T     7099     136   1539   1455
T     7100     135   1538   1455
T     7101     136   1539   1454
T     7102     136   1539   1454
T     7103     136   1539   1454
T     7104     136   1539   1454
T     7105     136   1539   1454
T     7106     135   1539   1454
T     7107     135   1539   1454
T     7108     135   1538   1454
T     7109     135   1538   1454
T     7110     136   1539   1454
T     7111     136   1539   1453
T     7112     136   1539   1454
T     7113     136   1539   1454
T     7114     136   1539   1454
T     7115     136   1540   1454
T     7116     135   1538   1455
T     7117     135   1539   1455
T     7118     135   1538   1455
T     7119     135   1538   1454
T     7120     136   1539   1455
T     7121     136   1539   1455
T     7122     136   1539   1453
T     7123     135   1539   1455
T     7124     136   1539   1454
T     7125     136   1539   1454
T     7126     136   1539   1455
T     7127     136   1539   1454
T     7128     136   1539   1454
T     7129     136   1539   1453
T     7130     135   1539   1455
T     7131     136   1539   1454
T     7132     136   1539   1454
T     7133     135   1539   1455
T     7134     136   1540   1454
T     7135     135   1539   1454
T     7136     136   1539   1455
T     7137     135   1539   1455
T     7138     135   1538   1455
T     7139     135   1539   1454
T     7140     136   1539   1456
T     7141     136   1540   1455
T     7142     136   1539   1454
T     7143     135   1539   1454
T     7144     135   1539   1454
T     7145     136   1540   1455
T     7146     135   1539   1454
T     7147     136   1539   1455
T     7148     136   1539   1454
T     7149     136   1539   1455
T     7150     135   1539   1455
T     7151     136   1539   1455
T     7152     135   1539   1454
T     7153     136   1540   1456
T     7154     135   1539   1455
T     7155     135   1539   1456
T     7156     135   1539   1455
T     7157     136   1541   1456
T     7158     135   1539   1455
T     7159     136   1541   1456
T     7160     135   1540   1455
T     7161     136   1540   1455
T     7162     136   1539   1454
T     7163     135   1540   1455
T     7164     135   1539   1454
T     7165     136   1540   1456
T     7166     136   1539   1455
T     7167     136   1541   1455
T     7168     135   1539   1455
T     7169     136   1540   1455
T     7170     135   1539   1455
T     7171     135   1540   1455
T     7172     135   1539   1455
T     7173     135   1539   1455
T     7174     135   1539   1455
T     7175     135   1539   1455
T     7176     135   1539   1454
T     7177     136   1540   1455
T     7178     135   1540   1454
T     7179     135   1539   1455
T     7180     135   1539   1455
T     7181     135   1539   1455
T     7182     135   1540   1455
T     7183     135   1539   1455
T     7184     136   1540   1455
T     7185     136   1540   1456
T     7186     135   1540   1454
T     7187     135   1540   1455
T     7188     136   1540   1455
T     7189     136   1540   1454
T     7190     135   1540   1454
T     7191     136   1540   1454
T     7192     135   1540   1454
T     7193     136   1540   1455
T     7194     136   1540   1455
T     7195     136   1541   1455
T     7196     136   1540   1454
T     7197     136   1540   1454
T     7198     136   1540   1454
T     7199     136   1540   1455
T     7200     136   1540   1455
T     7201     137   1541   1454
T     7202     136   1540   1454
T     7203     136   1540   1454
T     7204     136   1541   1454
T     7205     136   1540   1454
T     7206     136   1540   1455
T     7207     136   1540   1454
T     7208     136   1541   1455
T     7209     136   1540   1454
T     7210     136   1541   1454
T     7211     137   1541   1455
T     7212     136   1541   1455
T     7213     137   1541   1455
T     7214     137   1541   1456
T     7215     136   1541   1454
T     7216     137   1541   1455
T     7217     137   1541   1454
T     7218     137   1542   1455
T     7219     136   1541   1455
T     7220     137   1542   1456
T     7221     137   1541   1455
T     7222     136   1541   1455
T     7223     135   1540   1454
T     7224     137   1541   1455
T     7225     136   1541   1454
T     7226     136   1541   1456
T     7227     136   1540   1455
T     7228     136   1540   1455
T     7229     135   1540   1455
T     7230     135   1540   1455
T     7231     135   1540   1455
T     7232     135   1541   1455
T     7233     135   1540   1455
T     7234     135   1539   1454
T     7235     135   1541   1455
T     7236     135   1540   1454
T     7237     135   1540   1455
T     7238     135   1539   1455
T     7239     135   1540   1455
T     7240     135   1540   1455
T     7241     135   1540   1455
T     7242     136   1540   1455
T     7243     135   1541   1456
T     7244     135   1540   1456
T     7245     135   1541   1456
T     7246     135   1540   1456
T     7247     135   1540   1455
T     7248     135   1540   1455
T     7249     135   1541   1455
T     7250     135   1540   1455
T     7251     135   1540   1456
T     7252     134   1540   1455
T     7253     135   1540   1455
T     7254     134   1540   1455
T     7255     135   1541   1455
T     7256     135   1540   1455
T     7257     135   1540   1456
T     7258     135   1540   1455
T     7259     135   1540   1456
T     7260     135   1540   1456
T     7261     134   1540   1455
T     7262     135   1540   1455
T     7263     135   1540   1456
T     7264     134   1540   1455
T     7265     135   1540   1456
T     7266     134   1539   1455
T     7267     135   1541   1455
T     7268     135   1540   1455
T     7269     135   1540   1456
T     7270     134   1539   1455
T     7271     135   1540   1456
T     7272     134   1539   1456
T     7273     135   1540   1457
T     7274     134   1539   1456
T     7275     135   1540   1456
T     7276     134   1540   1456
T     7277     135   1540   1456
T     7278     135   1540   1456
T     7279     135   1540   1456
T     7280     134   1540   1455
T     7281     135   1540   1457
T     7282     135   1540   1456
T     7283     135   1540   1457
T     7284     134   1540   1456
T     7285     134   1540   1455
T     7286     134   1539   1456
T     7287     134   1541   1455
T     7288     134   1540   1455
T     7289     134   1540   1455
T     7290     134   1539   1456
T     7291     134   1540   1456
T     7292     135   1540   1456
T     7293     134   1540   1455
T     7294     134   1540   1456
T     7295     134   1540   1456
T     7296     134   1540   1456
T     7297     134   1540   1456
T     7298     135   1540   1456
T     7299     134   1540   1456
T     7300     134   1540   1456
T     7301     134   1540   1455
T     7302     134   1540   1456
T     7303     133   1539   1456
T     7304     134   1540   1457
T     7305     134   1540   1456
T     7306     134   1540   1457
T     7307     133   1539   1455
T     7308     134   1540   1456
T     7309     134   1540   1455
T     7310     134   1541   1456
T     7311     134   1540   1456
T     7312     134   1540   1456
T     7313     134   1540   1455
T     7314     135   1540   1456
T     7315     134   1540   1455
T     7316     134   1540   1456
T     7317     134   1540   1456
T     7318     134   1541   1456
T     7319     133   1540   1457
T     7320     133   1539   1458
T     7321     132   1539   1457
T     7322     132   1539   1457
T     7323     131   1538   1456
T     7324     131   1538   1457
T     7325     131   1537   1457
T     7326     130   1537   1456
T     7327     130   1537   1457
T     7328     129   1536   1457
T     7329     130   1536   1457
T     7330     129   1536   1457
T     7331     129   1535   1458
T     7332     128   1535   1458
T     7333     128   1535   1458
T     7334     128   1534   1457
T     7335     128   1534   1458
T     7336     127   1534   1458
T     7337     127   1534   1459
T     7338     127   1534   1458
T     7339     127   1534   1458
T     7340     127   1534   1460
T     7341     127   1535   1458
T     7342     127   1534   1459
T     7343     126   1533   1458
T     7344     126   1533   1459
T     7345     126   1533   1459
T     7346     126   1533   1459
T     7347     126   1533   1459
T     7348     125   1533   1459
T     7349     126   1534   1460
T     7350     125   1532   1459
T     7351     126   1533   1460
T     7352     125   1533   1459
T     7353     125   1533   1459
T     7354     126   1533   1459
T     7355     125   1532   1459
T     7356     125   1532   1459
T     7357     125   1532   1459
T     7358     125   1532   1459
T     7359     126   1533   1460
T     7360     125   1532   1459
T     7361     126   1533   1461
T     7362     125   1533   1460
T     7363     125   1533   1460
T     7364     125   1533   1460
T     7365     125   1533   1460
T     7366     125   1532   1459
T     7367     125   1532   1459
T     7368     125   1532   1460
T     7369     125   1531   1460
T     7370     125   1532   1460
T     7371     125   1533   1460
T     7372     125   1533   1460
T     7373     125   1532   1460
T     7374     125   1533   1460
T     7375     125   1532   1460
T     7376     125   1531   1460
T     7377     125   1532   1460
T     7378     125   1532   1461
T     7379     125   1532   1462
T     7380     124   1531   1461
T     7381     125   1532   1461
T     7382     124   1531   1461
T     7383     125   1531   1461
T     7384     125   1531   1461
T     7385     125   1531   1461
T     7386     125   1532   1461
T     7387     125   1532   1461
T     7388     124   1531   1461
T     7389     125   1531   1461
T     7390     125   1531   1461
T     7391     125   1532   1462
T     7392     125   1531   1461
T     7393     125   1531   1461
T     7394     125   1531   1462
T     7395     125   1531   1461
T     7396     125   1532   1462
T     7397     125   1531   1462
T     7398     125   1531   1462
T     7399     125   1531   1462
T     7400     124   1531   1461
T     7401     125   1532   1463
T     7402     125   1531   1462
T     7403     124   1531   1462
T     7404     125   1531   1462
T     7405     124   1531   1461
T     7406     124   1530   1462
T     7407     124   1530   1462
T     7408     124   1530   1462
T     7409     124   1531   1462
T     7410     124   1531   1462
T     7411     124   1531   1462
T     7412     124   1530   1462
T     7413     125   1531   1463
T     7414     124   1530   1462
T     7415     124   1531   1462
T     7416     124   1531   1463
T     7417     124   1530   1462
T     7418     124   1531   1463
T     7419     124   1530   1462
T     7420     124   1530   1462
T     7421     124   1529   1464
T     7422     124   1530   1463
T     7423     124   1530   1463
T     7424     124   1530   1463
T     7425     124   1530   1463
T     7426     124   1530   1464
T     7427     124   1531   1463
T     7428     124   1531   1463
T     7429     124   1530   1464
T     7430     123   1530   1463
T     7431     124   1531   1463
T     7432     124   1530   1463
T     7433     123   1530   1463
T     7434     124   1530   1464
T     7435     123   1530   1463
T     7436     125   1529   1463
T     7437     124   1530   1463
T     7438     124   1530   1463
T     7439     124   1530   1464
T     7440     124   1530   1463
T     7441     123   1530   1464
T     7442     124   1530   1464
T     7443     124   1530   1464
T     7444     124   1530   1464
T     7445     123   1529   1463
T     7446     124   1529   1464
T     7447     123   1530   1464
T     7448     124   1529   1464
T     7449     124   1531   1464
T     7450     123   1530   1463
T     7451     123   1530   1464
T     7452     124   1530   1464
T     7453     123   1530   1464
T     7454     124   1530   1464
T     7455     124   1530   1464
T     7456     124   1529   1463
T     7457     124   1531   1464
T     7458     123   1530   1463
T     7459     124   1531   1464
T     7460     123   1530   1463
T     7461     124   1530   1463
T     7462     123   1530   1463
T     7463     124   1530   1463
T     7464     123   1531   1464
T     7465     123   1530   1464
T     7466     124   1531   1464
T     7467     123   1530   1463
T     7468     124   1531   1463
T     7469     124   1530   1463
T     7470     124   1531   1463
T     7471     123   1531   1464
T     7472     123   1530   1463
T     7473     124   1531   1464
T     7474     123   1530   1464
T     7475     123   1530   1464
T     7476     124   1530   1464
T     7477     124   1531   1463
T     7478     123   1530   1463
T     7479     123   1530   1464
T     7480     123   1530   1464
T     7481     124   1531   1463
T     7482     124   1530   1464
T     7483     123   1530   1464
T     7484     123   1530   1464
T     7485     123   1530   1463
T     7486     124   1531   1462
T     7487     124   1531   1464
T     7488     123   1530   1463
T     7489     124   1531   1463
T     7490     124   1531   1463
T     7491     123   1531   1462
T     7492     124   1530   1463
T     7493     124   1531   1462
T     7494     124   1531   1462
T     7495     124   1531   1462
T     7496     124   1531   1464
T     7497     124   1531   1462
T     7498     124   1531   1463
T     7499     123   1529   1465
T     7500     124   1531   1462
T     7501     124   1531   1463
T     7502     124   1530   1463
T     7503     125   1532   1463
T     7504     124   1531   1462
T     7505     124   1532   1463
T     7506     123   1531   1463
T     7507     124   1531   1462
T     7508     124   1532   1462
T     7509     124   1531   1462
T     7510     124   1531   1462
T     7511     123   1530   1463
T     7512     123   1530   1463
T     7513     123   1531   1463
T     7514     124   1532   1464
T     7515     124   1531   1462
T     7516     124   1531   1464
T     7517     123   1530   1462
T     7518     124   1531   1464
T     7519     124   1531   1463
T     7520     123   1531   1464
T     7521     123   1531   1463
T     7522     124   1531   1463
T     7523     123   1531   1463
T     7524     124   1531   1463
T     7525     123   1530   1464
T     7526     124   1530   1464
T     7527     124   1531   1464
T     7528     123   1531   1463
T     7529     123   1531   1463
T     7530     123   1531   1464
T     7531     123   1531   1464
T     7532     124   1531   1463
T     7533     124   1532   1463
T     7534     124   1531   1464
T     7535     123   1531   1463
T     7536     124   1532   1464
T     7537     124   1531   1463
T     7538     124   1532   1464
T     7539     123   1531   1463
T     7540     124   1532   1464
T     7541     123   1531   1464
T     7542     123   1531   1463
T     7543     123   1531   1464
T     7544     123   1531   1463
T     7545     124   1532   1464
T     7546     123   1531   1464
T     7547     124   1532   1464
T     7548     124   1532   1464
T     7549     123   1531   1464
T     7550     123   1531   1463
T     7551     123   1531   1464
T     7552     124   1531   1464
T     7553     123   1531   1463
T     7554     123   1532   1463
T     7555     124   1532   1463
T     7556     124   1533   1465
T     7557     123   1531   1463
T     7558     123   1531   1464
T     7559     124   1532   1464
T     7560     123   1532   1463
T     7561     123   1532   1463
T     7562     124   1532   1463
T     7563     124   1532   1463
